1,Solids/Sulfate,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Solids/Sulfate^2,Solids/Sulfate ph,Solids/Sulfate Hardness,Solids/Sulfate Solids,Solids/Sulfate Chloramines,Solids/Sulfate Sulfate,Solids/Sulfate Conductivity,Solids/Sulfate Organic_carbon,Solids/Sulfate Trihalomethanes,Solids/Sulfate Turbidity,ph^2,ph Hardness,ph Solids,ph Chloramines,ph Sulfate,ph Conductivity,ph Organic_carbon,ph Trihalomethanes,ph Turbidity,Hardness^2,Hardness Solids,Hardness Chloramines,Hardness Sulfate,Hardness Conductivity,Hardness Organic_carbon,Hardness Trihalomethanes,Hardness Turbidity,Solids^2,Solids Chloramines,Solids Sulfate,Solids Conductivity,Solids Organic_carbon,Solids Trihalomethanes,Solids Turbidity,Chloramines^2,Chloramines Sulfate,Chloramines Conductivity,Chloramines Organic_carbon,Chloramines Trihalomethanes,Chloramines Turbidity,Sulfate^2,Sulfate Conductivity,Sulfate Organic_carbon,Sulfate Trihalomethanes,Sulfate Turbidity,Conductivity^2,Conductivity Organic_carbon,Conductivity Trihalomethanes,Conductivity Turbidity,Organic_carbon^2,Organic_carbon Trihalomethanes,Organic_carbon Turbidity,Trihalomethanes^2,Trihalomethanes Turbidity,Turbidity^2,Potability
1.0,61.69591710560938,8.316765884214679,214.3733940856225,22018.41744077529,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,3806.3861875022244,513.1104985792689,13225.963151154698,1358446.4572227763,497.22790228500196,22018.41744077529,22412.06086851269,1137.4582869894919,6190.671623866031,285.5762433415878,69.16859477283717,1782.893330414614,183122.0229958374,67.02758056622763,2968.138437465386,3021.202568512302,153.33225794760696,834.5182141244766,38.49640088662473,45955.95209178961,4720162.879173065,1727.706435815649,76506.89219990392,77874.67602778856,3952.300331241619,21510.585301876516,992.2852504252946,484810706.5962375,177453.74458039773,7858067.913413975,7998553.795160462,405943.09249885066,2209364.872876674,101918.20191764046,64.95283837002916,2876.263988047009,2927.68559536179,148.58607879396794,808.6869050168847,37.30480025526469,127367.71381423424,129644.7831623729,6579.739981885161,35810.55240810739,1651.944029670224,131962.56176610672,6697.372023654593,36450.77047268964,1681.4773470405037,339.9054354729247,1849.9517373506117,85.3384413864146,10068.45161438777,464.4585859179836,21.42551668269107,0.0
1.0,57.971346618907745,9.092223456290965,181.10150923612525,17978.98633892625,6.546599974207941,310.13573752420444,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,3360.6770288095463,527.0884375212069,10498.69836513474,1042266.0489105008,379.51521628014103,17978.98633892625,23096.41135927989,670.0490239342272,1854.9667275108286,236.23760998579746,82.66852737912761,1646.6153902463927,163468.96131112007,59.52314984444726,2819.8234273516696,3622.4401426703707,105.090459470069,290.9329000305189,37.05149636924984,32797.75664760236,3256021.560515222,1185.5991356942368,56166.05013369223,72152.79959944432,2093.2218513810244,5794.88477546318,738.0023097964244,323243949.77529675,117701.2315026995,5575926.188160489,7163022.571072682,207806.14821521487,575291.4741194309,73265.72540390067,42.85797122229941,2030.3346112769175,2608.236220609749,75.66743190635435,209.47805836406465,26.677888675015677,96184.17568968223,123561.4314457966,3584.6355197040994,9923.721073814,1263.826522532505,158731.1762195831,4604.943514358134,12748.34630911964,1623.5541148379468,133.59382369279555,369.84174157294063,47.10086052024155,1023.8715385843263,130.3942338266175,16.606239722943776,0.0
1.0,88.00303602237382,5.584086638456089,188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,7744.534349155224,491.4165775961075,16572.144215190496,2529971.802695252,663.9713598030595,28748.68773904612,24682.02810901483,739.2021501157443,4832.938573952788,225.26209535642323,31.182023585783824,1051.5579151051704,160535.16307675382,42.131200992328814,1824.2002814077857,1566.1571418798142,46.90484597065378,306.66609852445885,14.293632511844491,35461.90790916037,5413760.942154593,1420.7993190207358,61517.88832351424,52815.84546017242,1581.7819488699486,10341.765097786567,482.0271642116022,826487046.7171807,216905.07684070125,9391574.24645049,8063084.535992876,241481.34826060056,1578816.4613915752,73588.25253708965,56.9250450399013,2464.745384301918,2116.093625180646,63.3748957205198,414.348061758177,19.312662714473678,106718.75279465113,91622.79962640067,2744.011561137579,17940.477201152222,836.2012933097062,78662.25186807392,2355.856068917968,15402.698258347396,717.9160319805793,70.55554202498219,461.29546647732434,21.500869867690533,3015.9715492963924,140.57370279676562,6.55210621022055,0.0
1.0,73.0312161889223,10.223862164528772,248.07173527013992,28749.716543528237,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,5333.558538033107,746.6610880234438,18116.98052887469,2099626.764260647,548.7133579838049,28749.716543528233,20715.423769052348,1007.0782199131644,6178.700601296747,195.21161831763823,104.52735755928293,2536.251228317381,293933.13921030523,76.81605254046282,4024.76029496672,2900.015203727633,140.9839442171711,864.9750969521841,27.328268413759037,61539.58583993839,7131992.071477699,1863.864275912131,97656.76163776539,70365.95293650075,3420.833646263681,20987.750990114786,663.0929543289502,826546201.3332212,216008.3636683953,11317711.034621868,8154904.060459286,396449.83160031534,2432328.2585776458,76847.66851091846,56.45130677442549,2957.753888551022,2131.190584544717,103.60761353988818,635.6610751973428,20.08325620515749,154970.86896847526,111663.26519010178,5428.498281813504,33305.32319611832,1052.2578223553542,80458.24919166854,3911.46960238999,23997.93690933447,758.1976215796202,190.15569695002986,1166.6572624184635,36.85970026949292,7157.761717291161,226.14435275779388,7.144868787780186,0.0
1.0,45.07633140747656,8.635848718500734,203.3615225845705,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,2031.8756531566576,389.2723788199708,9166.79138755113,616287.7393830608,205.68369172728623,13672.091763901633,21393.571491947772,557.3154989721306,2830.7173866419203,198.40007913847876,74.57788308883076,1756.1993442043213,118070.11613851438,39.40545271004392,2619.337298574629,4098.639822366895,106.77205059329171,542.3166959814904,38.01003798845732,41355.90886791478,2780377.398023003,927.9403938701754,61681.53687772907,96516.93330577355,2514.324588805238,12770.759726436741,895.0804316743532,186926093.20054692,62385.87346899933,4146879.024177698,6488879.273502401,169039.23645675756,858584.2427589593,60176.68260147527,20.82104826485833,1384.0051202270583,2165.6388061244124,56.4162029833547,286.5492292388012,20.083739205590938,91996.81728069553,143953.13617793942,3750.0664135395887,19047.340720734668,1334.9951232165733,225252.41663781722,5867.961925872617,29804.557523262167,2088.9498185890666,152.86396335918278,776.4267810062657,54.418408394918856,3943.6276086030066,276.40202915760034,19.372539525734343,0.0
1.0,63.07396640178816,11.180284470721592,227.23146923797455,25484.50849098786,9.077200016914391,404.04163468409,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,3978.325237653902,705.1848870687277,14332.390056144966,1607409.0323266534,572.5350088891693,25484.50849098786,35566.49391339472,1130.7778592431537,4539.849715221102,275.668676749543,124.99876084625838,2540.512466780578,284924.05452576414,101.48567838674174,4517.300413783498,6304.400091868452,200.43797561419288,804.7188747758435,48.86412574871633,51634.14061204858,5790882.30721481,2062.6254964104246,91810.97428257875,128132.52643891188,4073.7617910502745,16355.348803306673,993.129210261796,649460173.0272324,231327.98090544995,10296802.469819307,14370344.34074974,456881.3347131797,1834288.3001580345,111381.62278508535,82.39556014707063,3667.56673318854,5118.501302037974,162.7342846597543,653.3460041071,39.67246488533467,163249.64255819164,227833.21171224673,7243.580208715508,29081.543540062386,1765.8889893743492,317966.83622516616,10109.229750127311,40586.56032842556,2464.496421993931,321.40624272051224,1290.3825694479224,78.35458830889068,5180.631096151251,314.57819280125574,19.101811642141847,0.0
1.0,99.35760780175627,7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,9871.934228087619,731.3355928057555,16445.75045714626,3224414.1346053425,750.2195793166729,32452.614409143884,42265.078959592654,1548.6681983824162,7823.419594678141,363.8765506162492,54.179022767674645,1218.3390186588097,238872.01515924901,55.57799192107561,2404.1643155887923,3131.0942578963677,114.72890203228502,579.5769172330146,26.956811776145692,27397.13432542998,5371582.610157562,1249.7980339459107,54063.12338834925,70409.80273586101,2579.9412904363858,13033.110168983501,606.1854556947591,1053172181.9885732,245039.98504404174,10599814.199330563,13804804.088926902,505832.7490139081,2555319.366923633,118850.94308268688,57.01308418250233,2466.2428017888565,3211.9429712807173,117.69134370708188,594.5423076703623,27.652869885399074,106683.46827028978,138940.58436341383,5091.031881757593,25718.406707437498,1196.1936857399464,180951.0535815886,6630.370723156926,33494.697114402334,1557.8782017796364,242.9486596311784,1227.3056980472777,57.08344778808762,6199.990066814964,288.36891234905715,13.412381102748627,0.0
1.0,66.3403872753826,7.119824384264552,156.70499334039215,18730.813653342717,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,4401.046983847745,472.3319069848228,10395.869946187866,1242609.4317457797,239.22583077315605,18730.813653342717,23067.549570027568,1056.7715813086106,5274.11242356923,228.5928023117345,50.69189926276811,1115.7120327209382,133360.1037861849,25.67434368772064,2010.240055316526,2475.669929874801,113.41549819367502,566.0315801716015,24.533179181038587,24556.45493781235,2935212.0288071968,565.0838615479125,44244.72254922134,54488.68103143717,2496.237818508069,12458.168939851566,539.967206028273,350843380.1162499,67543.99003849113,5288533.795557746,6512985.380110451,298373.1686924455,1489114.264325573,64541.817713888464,13.003496286029776,1018.1428359486704,1253.8729375177495,57.44248139223231,286.682675906425,12.425521300383455,79718.1628380424,98175.26920780083,4497.6096906682515,22446.571771493855,972.888769038562,120905.7401837743,5538.93901280744,27643.615306786804,1198.1412191303864,253.75011427056742,1266.4105032984262,54.88929749246582,6320.373756184739,273.9403017135644,11.873235950561597,0.0
1.0,112.66562959845044,6.347271760539316,186.73288066057611,41065.23476453935,9.629596276480584,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,12693.544092815231,715.119369133627,21038.377566356117,4626640.529355001,1084.924527268579,41065.23476453935,58219.20719531842,1300.1367133731453,8457.99102657296,493.0640355129051,40.287858802139866,1185.244340181033,260652.20496087804,61.12166451109976,2313.5024043256485,3279.9100406120165,73.2461272798609,476.4999564214911,27.777871919793192,34869.16871979696,7668229.582585269,1798.1622523055769,68061.8358048987,96492.9615900027,2154.8565840888914,14018.339351782175,817.2081230948864,1686353506.2667315,395441.63178140915,14967772.445572212,21220184.183961563,473883.82376198197,3082833.588029431,179715.7699686533,92.72912444800872,3509.8692759344235,4976.029183219516,111.12343399344867,722.9093662927826,42.14246720462887,132851.27415449222,188346.5637177198,4206.108157837868,27362.68016268052,1595.125067060603,267023.6193822275,5963.104405250776,38792.7538937618,2261.4485784418275,133.16654994860696,866.3100371827882,50.50210169255206,5635.747722031411,328.5395439918536,19.1524243614419,0.0
1.0,60.35219050760564,9.181560007151536,273.81380665980095,24041.32628006128,6.904989726470096,398.3505168222779,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,3642.3868990663245,554.1272587086224,16525.263023145006,1450946.7037097644,416.73125542498303,24041.32628006128,28846.816643470742,807.95534115841,4312.608337447035,271.80579435263724,84.3010441649245,2514.037896633551,220736.87989189185,63.39857752235005,3657.4791740835717,4388.552856154351,122.9166727098277,656.0900591109777,41.35063185197447,74974.00071753086,6582847.06589389,1890.6815219515947,109073.87139600699,130876.05617513799,3665.638740085546,19566.012361396493,1233.1645065063153,577985369.3043652,166005.11097453866,9576874.748755421,11491144.318604056,321849.42771977244,1717929.760074091,108273.97865566282,47.678883122657574,2750.606226191882,3300.409991571562,92.43945055221155,493.41235196108323,31.09773152912297,158683.1342525759,190401.44561374176,5332.8541186788025,28465.077168285978,1794.0356057501847,228459.75826327724,6398.809414915234,34154.807112151466,2152.6356561224466,179.2208931658899,956.6240592007947,60.2920418369918,5106.154614432962,321.81972079684147,20.28296056704076,0.0
